Rownum,Species,Popn,Year,UniID,mom,ID,temp,date,Jdate,Mo,Mi,iw,fw,active,instar,time,t.in,t.out,duration,mgain
523,Pieris_rapae,Seattle_WA,1999,40.15.3,15,3,40,36409,249,11.3,11.3,11.3,13.48,yes,4th,6.383333333,9.27,15.5,6.383333333,2.18
524,Pieris_rapae,Seattle_WA,1999,40.15.3,15,3,40,36410,250,11.3,13.48,13.48,11.39,no,4th,24.21666667,15.5,9.4,17.83333333,-2.09
525,Pieris_rapae,Seattle_WA,1999,40.15.3,15,3,40,36410,250,11.3,11.39,11.39,NA,no,4th,31.8,9.4,17.15,7.583333333,NA
526,Pieris_rapae,Seattle_WA,1999,40.15.3,15,3,40,36411,251,11.3,NA,NA,NA,no,4th,53.46666667,17.15,14.55,21.66666667,NA
527,Pieris_rapae,Seattle_WA,1999,40.17.1,17,1,40,36409,249,14.72,14.72,14.72,14.72,yes,4th,0,9.27,9.27,0,0
528,Pieris_rapae,Seattle_WA,1999,40.17.1,17,1,40,36409,249,14.72,14.72,14.72,17.29,yes,4th,6.383333333,9.27,15.5,6.383333333,2.57
529,Pieris_rapae,Seattle_WA,1999,40.17.1,17,1,40,36410,250,14.72,17.29,17.29,19.26,yes,4th,24.21666667,15.5,9.4,17.83333333,1.97
530,Pieris_rapae,Seattle_WA,1999,40.17.1,17,1,40,36410,250,14.72,19.26,19.26,21.47,yes,4th,31.8,9.4,17.15,7.583333333,2.21
531,Pieris_rapae,Seattle_WA,1999,40.17.1,17,1,40,36411,251,14.72,21.47,21.47,NA,no,4th,53.46666667,17.15,14.55,21.66666667,NA
532,Pieris_rapae,Seattle_WA,1999,40.19.10,19,10,40,36409,249,12.79,12.79,12.79,12.79,yes,4th,0,9.27,9.27,0,0
533,Pieris_rapae,Seattle_WA,1999,40.19.10,19,10,40,36409,249,12.79,12.79,12.79,18.2,yes,4th,6.383333333,9.27,15.5,6.383333333,5.41
534,Pieris_rapae,Seattle_WA,1999,40.19.10,19,10,40,36410,250,12.79,18.2,18.2,23.1,yes,4th,24.21666667,15.5,9.4,17.83333333,4.9
535,Pieris_rapae,Seattle_WA,1999,40.19.10,19,10,40,36410,250,12.79,23.1,23.1,21.98,no,4th,31.8,9.4,17.15,7.583333333,-1.12
536,Pieris_rapae,Seattle_WA,1999,40.19.10,19,10,40,36411,251,12.79,21.98,21.98,NA,no,4th,53.46666667,17.15,14.55,21.66666667,NA
537,Pieris_rapae,Seattle_WA,1999,40.19.11,19,11,40,36409,249,13.84,13.84,13.84,13.84,yes,4th,0,9.27,9.27,0,0
538,Pieris_rapae,Seattle_WA,1999,40.19.11,19,11,40,36409,249,13.84,13.84,13.84,16.17,yes,4th,6.383333333,9.27,15.5,6.383333333,2.33
539,Pieris_rapae,Seattle_WA,1999,40.19.11,19,11,40,36410,250,13.84,16.17,16.17,19.5,yes,4th,24.21666667,15.5,9.4,17.83333333,3.33
540,Pieris_rapae,Seattle_WA,1999,40.19.11,19,11,40,36410,250,13.84,19.5,19.5,20.68,yes,4th,31.8,9.4,17.15,7.583333333,1.18
541,Pieris_rapae,Seattle_WA,1999,40.19.11,19,11,40,36411,251,13.84,20.68,20.68,NA,no,4th,53.46666667,17.15,14.55,21.66666667,NA
542,Pieris_rapae,Seattle_WA,1999,40.19.12,19,12,40,36409,249,12.34,12.34,12.34,12.34,yes,4th,0,9.27,9.27,0,0
543,Pieris_rapae,Seattle_WA,1999,40.19.12,19,12,40,36409,249,12.34,12.34,12.34,16.02,yes,4th,6.383333333,9.27,15.5,6.383333333,3.68
544,Pieris_rapae,Seattle_WA,1999,40.19.12,19,12,40,36410,250,12.34,16.02,16.02,20.4,yes,4th,24.21666667,15.5,9.4,17.83333333,4.38
545,Pieris_rapae,Seattle_WA,1999,40.19.12,19,12,40,36410,250,12.34,20.4,20.4,20.68,no,4th,31.8,9.4,17.15,7.583333333,0.28
546,Pieris_rapae,Seattle_WA,1999,40.19.12,19,12,40,36411,251,12.34,20.68,20.68,NA,no,4th,53.46666667,17.15,14.55,21.66666667,NA
547,Pieris_rapae,Seattle_WA,1999,40.22.4,22,4,40,36409,249,13.88,13.88,13.88,13.88,yes,4th,0,9.27,9.27,0,0
548,Pieris_rapae,Seattle_WA,1999,40.22.4,22,4,40,36409,249,13.88,13.88,13.88,15.5,yes,4th,6.383333333,9.27,15.5,6.383333333,1.62
549,Pieris_rapae,Seattle_WA,1999,40.22.4,22,4,40,36410,250,13.88,15.5,15.5,17.04,yes,4th,24.21666667,15.5,9.4,17.83333333,1.54
550,Pieris_rapae,Seattle_WA,1999,40.22.4,22,4,40,36410,250,13.88,17.04,17.04,NA,no,4th,31.8,9.4,17.15,7.583333333,NA
551,Pieris_rapae,Seattle_WA,1999,40.22.4,22,4,40,36411,251,13.88,NA,NA,NA,no,4th,53.46666667,17.15,14.55,21.66666667,NA
552,Pieris_rapae,Seattle_WA,1999,40.22.5,22,5,40,36409,249,15.14,15.14,15.14,15.14,yes,4th,0,9.27,9.27,0,0
553,Pieris_rapae,Seattle_WA,1999,40.22.5,22,5,40,36409,249,15.14,15.14,15.14,15.59,yes,4th,6.383333333,9.27,15.5,6.383333333,0.45
554,Pieris_rapae,Seattle_WA,1999,40.22.5,22,5,40,36410,250,15.14,15.59,15.59,11.86,no,4th,24.21666667,15.5,9.4,17.83333333,-3.73
555,Pieris_rapae,Seattle_WA,1999,40.22.5,22,5,40,36410,250,15.14,11.86,11.86,NA,no,4th,31.8,9.4,17.15,7.583333333,NA
556,Pieris_rapae,Seattle_WA,1999,40.22.5,22,5,40,36411,251,15.14,NA,NA,NA,no,4th,53.46666667,17.15,14.55,21.66666667,NA
557,Pieris_rapae,Seattle_WA,1999,40.22.6,22,6,40,36409,249,13.82,13.82,13.82,13.82,yes,4th,0,9.27,9.27,0,0
558,Pieris_rapae,Seattle_WA,1999,40.22.6,22,6,40,36409,249,13.82,13.82,13.82,20.23,yes,4th,6.383333333,9.27,15.5,6.383333333,6.41
559,Pieris_rapae,Seattle_WA,1999,40.22.6,22,6,40,36410,250,13.82,20.23,20.23,25.04,yes,4th,24.21666667,15.5,9.4,17.83333333,4.81
560,Pieris_rapae,Seattle_WA,1999,40.22.6,22,6,40,36410,250,13.82,25.04,25.04,29.6,yes,4th,31.8,9.4,17.15,7.583333333,4.56
561,Pieris_rapae,Seattle_WA,1999,40.22.6,22,6,40,36411,251,13.82,29.6,29.6,25.15,yes,4th,53.46666667,17.15,14.55,21.66666667,-4.45
562,Pieris_rapae,Seattle_WA,1999,41.5.14,5,14,41,36409,249,12.56,12.56,12.56,12.56,yes,4th,0,9.25,9.25,0,0
563,Pieris_rapae,Seattle_WA,1999,41.5.14,5,14,41,36409,249,12.56,12.56,12.56,13.41,yes,4th,6.183333333,9.25,15.36,6.183333333,0.85
564,Pieris_rapae,Seattle_WA,1999,41.5.14,5,14,41,36410,250,12.56,13.41,13.41,NA,no,4th,24.08333333,15.36,9.3,17.9,NA
565,Pieris_rapae,Seattle_WA,1999,41.5.14,5,14,41,36410,250,12.56,NA,NA,NA,no,4th,31.08333333,9.3,16.3,7,NA
566,Pieris_rapae,Seattle_WA,1999,41.6.12,6,12,41,36409,249,8.2,8.2,8.2,8.2,yes,4th,0,9.25,9.25,0,
567,Pieris_rapae,Seattle_WA,1999,41.6.12,6,12,41,36409,249,8.2,8.2,8.2,8.63,no,4th,6.183333333,9.25,15.36,6.183333333,0.43
568,Pieris_rapae,Seattle_WA,1999,41.6.12,6,12,41,36410,250,8.2,8.63,8.63,NA,no,4th,24.08333333,15.36,9.3,17.9,NA
569,Pieris_rapae,Seattle_WA,1999,41.6.12,6,12,41,36410,250,8.2,NA,NA,NA,no,4th,31.08333333,9.3,16.3,7,NA
570,Pieris_rapae,Seattle_WA,1999,41.6.13,6,13,41,36409,249,9.09,9.09,9.09,9.09,yes,4th,0,9.25,9.25,0,0
571,Pieris_rapae,Seattle_WA,1999,41.6.13,6,13,41,36409,249,9.09,9.09,9.09,8.73,no,4th,6.183333333,9.25,15.36,6.183333333,-0.36
572,Pieris_rapae,Seattle_WA,1999,41.6.13,6,13,41,36410,250,9.09,8.73,8.73,NA,no,4th,24.08333333,15.36,9.3,17.9,NA
573,Pieris_rapae,Seattle_WA,1999,41.6.13,6,13,41,36410,250,9.09,NA,NA,NA,no,4th,31.08333333,9.3,16.3,7,NA
574,Pieris_rapae,Seattle_WA,1999,41.6.15,6,15,41,36409,249,13.43,13.43,13.43,13.43,yes,4th,0,9.25,9.25,0,0
575,Pieris_rapae,Seattle_WA,1999,41.6.15,6,15,41,36409,249,13.43,13.43,13.43,16.37,yes,4th,6.183333333,9.25,15.36,6.183333333,2.94
576,Pieris_rapae,Seattle_WA,1999,41.6.15,6,15,41,36410,250,13.43,16.37,16.37,15.46,yes,4th,24.08333333,15.36,9.3,17.9,-0.91
577,Pieris_rapae,Seattle_WA,1999,41.6.15,6,15,41,36410,250,13.43,15.46,15.46,NA,no,4th,31.08333333,9.3,16.3,7,NA
578,Pieris_rapae,Seattle_WA,1999,41.13.6,13,6,41,36409,249,10.7,10.7,10.7,10.7,yes,4th,0,9.25,9.25,0,0
579,Pieris_rapae,Seattle_WA,1999,41.13.6,13,6,41,36409,249,10.7,10.7,10.7,15.3,yes,4th,6.183333333,9.25,15.36,6.183333333,4.6
580,Pieris_rapae,Seattle_WA,1999,41.13.6,13,6,41,36410,250,10.7,15.3,15.3,8.27,no,4th,24.08333333,15.36,9.3,17.9,-7.03
581,Pieris_rapae,Seattle_WA,1999,41.13.6,13,6,41,36410,250,10.7,8.27,8.27,NA,no,4th,31.08333333,9.3,16.3,7,NA
582,Pieris_rapae,Seattle_WA,1999,41.13.7,13,7,41,36409,249,15.39,15.39,15.39,15.39,yes,4th,0,9.25,9.25,0,0
583,Pieris_rapae,Seattle_WA,1999,41.13.7,13,7,41,36409,249,15.39,15.39,15.39,16.19,yes,4th,6.183333333,9.25,15.36,6.183333333,0.8
584,Pieris_rapae,Seattle_WA,1999,41.13.7,13,7,41,36410,250,15.39,16.19,16.19,14.18,yes,4th,24.08333333,15.36,9.3,17.9,-2.01
585,Pieris_rapae,Seattle_WA,1999,41.13.7,13,7,41,36410,250,15.39,14.18,14.18,NA,no,4th,31.08333333,9.3,16.3,7,NA
586,Pieris_rapae,Seattle_WA,1999,41.13.8,13,8,41,36409,249,12.69,12.69,12.69,12.69,yes,4th,0,9.25,9.25,0,0
587,Pieris_rapae,Seattle_WA,1999,41.13.8,13,8,41,36409,249,12.69,12.69,12.69,16.64,yes,4th,6.183333333,9.25,15.36,6.183333333,3.95
588,Pieris_rapae,Seattle_WA,1999,41.13.8,13,8,41,36410,250,12.69,16.64,16.64,17.03,yes,4th,24.08333333,15.36,9.3,17.9,0.39
589,Pieris_rapae,Seattle_WA,1999,41.13.8,13,8,41,36410,250,12.69,17.03,17.03,NA,no,4th,31.08333333,9.3,16.3,7,NA
590,Pieris_rapae,Seattle_WA,1999,41.15.1,15,1,41,36409,249,14.01,14.01,14.01,14.01,yes,4th,0,9.25,9.25,0,0
591,Pieris_rapae,Seattle_WA,1999,41.15.1,15,1,41,36409,249,14.01,14.01,14.01,13.67,yes,4th,6.183333333,9.25,15.36,6.183333333,-0.34
592,Pieris_rapae,Seattle_WA,1999,41.15.1,15,1,41,36410,250,14.01,13.67,13.67,10.49,no,4th,24.08333333,15.36,9.3,17.9,-3.18
593,Pieris_rapae,Seattle_WA,1999,41.15.1,15,1,41,36410,250,14.01,10.49,10.49,NA,no,4th,31.08333333,9.3,16.3,7,NA
594,Pieris_rapae,Seattle_WA,1999,41.16.2,16,2,41,36409,249,11.2,11.2,11.2,11.2,yes,4th,0,9.25,9.25,0,0
595,Pieris_rapae,Seattle_WA,1999,41.16.2,16,2,41,36409,249,11.2,11.2,11.2,10.68,no,4th,6.183333333,9.25,15.36,6.183333333,-0.52
596,Pieris_rapae,Seattle_WA,1999,41.16.2,16,2,41,36410,250,11.2,10.68,10.68,NA,no,4th,24.08333333,15.36,9.3,17.9,NA
597,Pieris_rapae,Seattle_WA,1999,41.16.2,16,2,41,36410,250,11.2,NA,NA,NA,no,4th,31.08333333,9.3,16.3,7,NA
598,Pieris_rapae,Seattle_WA,1999,41.19.9,19,9,41,36409,249,10.76,10.76,10.76,10.76,yes,4th,0,9.25,9.25,0,0
599,Pieris_rapae,Seattle_WA,1999,41.19.9,19,9,41,36409,249,10.76,10.76,10.76,11.44,yes,4th,6.183333333,9.25,15.36,6.183333333,0.68
600,Pieris_rapae,Seattle_WA,1999,41.19.9,19,9,41,36410,250,10.76,11.44,11.44,9.48,yes,4th,24.08333333,15.36,9.3,17.9,-1.96
601,Pieris_rapae,Seattle_WA,1999,41.19.9,19,9,41,36410,250,10.76,9.48,9.48,NA,no,4th,31.08333333,9.3,16.3,7,NA
602,Pieris_rapae,Seattle_WA,1999,41.19.10,19,10,41,36409,249,10.78,10.78,10.78,10.78,yes,4th,0,9.25,9.25,0,0
603,Pieris_rapae,Seattle_WA,1999,41.19.10,19,10,41,36409,249,10.78,10.78,10.78,12.32,yes,4th,6.183333333,9.25,15.36,6.183333333,1.54
604,Pieris_rapae,Seattle_WA,1999,41.19.10,19,10,41,36410,250,10.78,12.32,12.32,NA,no,4th,24.08333333,15.36,9.3,17.9,NA
605,Pieris_rapae,Seattle_WA,1999,41.19.10,19,10,41,36410,250,10.78,NA,NA,NA,no,4th,31.08333333,9.3,16.3,7,NA
606,Pieris_rapae,Seattle_WA,1999,41.19.11,19,11,41,36409,249,11.34,11.34,11.34,11.34,yes,4th,0,9.25,9.25,0,0
607,Pieris_rapae,Seattle_WA,1999,41.19.11,19,11,41,36409,249,11.34,11.34,11.34,13.41,yes,4th,6.183333333,9.25,15.36,6.183333333,2.07
608,Pieris_rapae,Seattle_WA,1999,41.19.11,19,11,41,36410,250,11.34,13.41,13.41,7.99,no,4th,24.08333333,15.36,9.3,17.9,-5.42
609,Pieris_rapae,Seattle_WA,1999,41.19.11,19,11,41,36410,250,11.34,7.99,7.99,NA,no,4th,31.08333333,9.3,16.3,7,NA
610,Pieris_rapae,Seattle_WA,1999,41.22.3,22,3,41,36409,249,12.1,12.1,12.1,12.1,yes,4th,0,9.25,9.25,0,0
611,Pieris_rapae,Seattle_WA,1999,41.22.3,22,3,41,36409,249,12.1,12.1,12.1,13.69,yes,4th,6.183333333,9.25,15.36,6.183333333,1.59
612,Pieris_rapae,Seattle_WA,1999,41.22.3,22,3,41,36410,250,12.1,13.69,13.69,12.11,yes,4th,24.08333333,15.36,9.3,17.9,-1.58
613,Pieris_rapae,Seattle_WA,1999,41.22.3,22,3,41,36410,250,12.1,12.11,12.11,NA,no,4th,31.08333333,9.3,16.3,7,NA
614,Pieris_rapae,Seattle_WA,1999,41.22.4,22,4,41,36409,249,11.61,11.61,11.61,11.61,yes,4th,0,9.25,9.25,0,0
615,Pieris_rapae,Seattle_WA,1999,41.22.4,22,4,41,36409,249,11.61,11.61,11.61,12.51,yes,4th,6.183333333,9.25,15.36,6.183333333,0.9
616,Pieris_rapae,Seattle_WA,1999,41.22.4,22,4,41,36410,250,11.61,12.51,12.51,6.11,no,4th,24.08333333,15.36,9.3,17.9,-6.4
617,Pieris_rapae,Seattle_WA,1999,41.22.4,22,4,41,36410,250,11.61,6.11,6.11,NA,no,4th,31.08333333,9.3,16.3,7,NA
618,Pieris_rapae,Seattle_WA,1999,41.22.5,22,5,41,36409,249,13.33,13.33,13.33,13.33,yes,4th,0,9.25,9.25,0,0
619,Pieris_rapae,Seattle_WA,1999,41.22.5,22,5,41,36409,249,13.33,13.33,13.33,12.18,yes,4th,6.183333333,9.25,15.36,6.183333333,-1.15
620,Pieris_rapae,Seattle_WA,1999,41.22.5,22,5,41,36410,250,13.33,12.18,12.18,6.56,no,4th,24.08333333,15.36,9.3,17.9,-5.62
621,Pieris_rapae,Seattle_WA,1999,41.22.5,22,5,41,36410,250,13.33,6.56,6.56,NA,no,4th,31.08333333,9.3,16.3,7,NA
